TermID	Name	Value	LogSize	Frequency	Uniqueness	Dispensability	Representative
GO:0001101	"response to acid chemical"	NaN	4.822743269302308	0.16387317945664703	0.9423079889510152	0.34695647	null
GO:0001501	"skeletal system development"	NaN	4.723956176778731	0.13053263922306657	0.8353025923086497	0.54007801	null
GO:0001558	"regulation of cell growth"	NaN	4.794209116346496	0.15345225803226778	0.8025021430979351	0.15250965	null
GO:0001894	"tissue homeostasis"	NaN	4.309800445601733	0.05029795257977945	0.893335444488437	0.528264	null
GO:0006082	"organic acid metabolic process"	NaN	6.562961401103923	9.010158377301833	0.9362338870233056	0.45739014	null
GO:0006107	"oxaloacetate metabolic process"	NaN	4.402622427748527	0.06228398400994887	0.9557983796692853	0	null
GO:0006508	"proteolysis"	NaN	6.329401134014754	5.2622572267907	0.9501429937314386	0.52839667	null
GO:0006520	"amino acid metabolic process"	NaN	6.338147795775586	5.369313215926915	0.9732436833306062	0.13861317	null
GO:0006528	"asparagine metabolic process"	NaN	4.542987168420798	0.08604900869629344	0.9411179901692431	0.30970771	null
GO:0006541	"glutamine metabolic process"	NaN	5.346857402008173	0.5478057552077248	0.9297967698222884	0.56948172	null
GO:0006807	"nitrogen compound metabolic process"	NaN	7.212386907825831	40.19370343674496	0.969021964330142	0.17023419	null
GO:0006810	"transport"	NaN	6.876105902934969	18.530066921639108	0.8934109876080824	0.57608784	null
GO:0007154	"cell communication"	NaN	6.593743829102137	9.671968224175414	0.9917670706314001	0.01247242	null
GO:0007267	"cell-cell signaling"	NaN	5.5201676864837	0.8164648981071486	0.8391990370728911	0.2017425	null
GO:0007417	"central nervous system development"	NaN	5.11151790589336	0.3186292850370455	0.8119581054253289	0.59980561	null
GO:0008150	"biological_process"	NaN	7.608228868089044	100	1	0	null
GO:0008152	"metabolic process"	NaN	7.368635761264388	57.597931274565454	1	0	null
GO:0009410	"response to xenobiotic stimulus"	NaN	4.828040875907554	0.16588440743259156	0.9422561006651774	0.44915338	null
GO:0009719	"response to endogenous stimulus"	NaN	5.6236038194784435	1.0360338111084262	0.9636852967809203	0	null
GO:0009743	"response to carbohydrate"	NaN	4.512991068415215	0.08030616410811849	0.9311884193822372	0.45574247	null
GO:0009749	"response to glucose"	NaN	4.3777978331112255	0.058823488816044316	0.9266467857206364	0.60852813	null
GO:0009892	"negative regulation of metabolic process"	NaN	6.080609533234876	2.967428853056825	0.7232414176381508	0.42732588	null
GO:0009894	"regulation of catabolic process"	NaN	5.563967317849402	0.903102979703259	0.826173607102365	0.20667975	null
GO:0009914	"hormone transport"	NaN	4.259498314030925	0.04479665252793118	0.817031340896331	0.18999525	null
GO:0009987	"cellular process"	NaN	7.502405022300505	78.37474688350859	1	0	null
GO:0010033	"response to organic substance"	NaN	5.864363324606595	1.803573616908591	0.9301230050977792	0.67736275	null
