TermID	Name	Value	LogSize	Frequency	Uniqueness	Dispensability	Representative
"GO:0000003"	"reproduction"	NaN	5.655677125370858	1.1154428097959028	1	-0	null
"GO:0000018"	"regulation of DNA recombination"	NaN	4.503763453709424	0.07861781709399839	0.8201460409604435	0.28868843	null
"GO:0006282"	"regulation of DNA repair"	NaN	4.577870780409522	0.0932460499827616	0.7793036930060826	0.83507469	18
"GO:0010569"	"regulation of double-strand break repair via homologous recombination"	NaN	4.0178260380304245	0.025677663055625143	0.7963847441707278	0.86561552	18
"GO:0032205"	"negative regulation of telomere maintenance"	NaN	3.7259116322950483	0.013109952946138427	0.7870566773102048	0.72594773	18
"GO:0045910"	"negative regulation of DNA recombination"	NaN	4.285579810729595	0.0475694852153547	0.7957261671849943	0.89743563	18
"GO:0048239"	"negative regulation of DNA recombination at telomere"	NaN	2.7283537820212285	0.0013161712489637	0.8369966918392282	0.63519127	18
"GO:0051053"	"negative regulation of DNA metabolic process"	NaN	4.564772553929287	0.09047568203550468	0.7880151387258068	0.82500842	18
"GO:0072695"	"regulation of DNA recombination at telomere"	NaN	2.7283537820212285	0.0013161712489637	0.8604040288975736	0.63557404	18
"GO:2000779"	"regulation of double-strand break repair"	NaN	4.203576774977972	0.03938408312208046	0.7919774408336333	0.77922643	18
"GO:0000723"	"telomere maintenance"	NaN	4.964938127116892	0.2273550271875629	0.9023090566037945	0.43999954	null
"GO:0010833"	"telomere maintenance via telomere lengthening"	NaN	4.36314170969795	0.05687141460409815	0.9130777001434671	0.88792526	723
"GO:0016233"	"telomere capping"	NaN	3.735997884091794	0.013418045466963263	0.9220372245841497	0.80245187	723
"GO:0031848"	"protection from non-homologous end joining at telomere"	NaN	2.8356905714924254	0.0016858822739535032	0.9023528013671143	0.70497981	723
"GO:0032200"	"telomere organization"	NaN	4.987724345695288	0.23960232107539176	0.9502732103053276	0.67918271	723
"GO:0043247"	"telomere maintenance in response to DNA damage"	NaN	2.9095560292411755	0.001998904275111537	0.9013367935721732	0.71208143	723
"GO:0001101"	"response to acid chemical"	NaN	4.822743269302308	0.16387317945664703	0.9435169517533066	0.26104028	null
"GO:0002065"	"columnar/cuboidal epithelial cell differentiation"	NaN	3.760271660542063	0.014189509139108653	0.8804743670006259	0.38313962	null
"GO:0002009"	"morphogenesis of an epithelium"	NaN	4.721513842084023	0.12980061139358676	0.8622521417891909	0.73593181	2065
"GO:0030855"	"epithelial cell differentiation"	NaN	4.830646399712519	0.16688262720006405	0.8600828373755633	0.87500847	2065
"GO:0048729"	"tissue morphogenesis"	NaN	4.798077191620642	0.15482511830506326	0.8624525464547145	0.75479349	2065
"GO:0060429"	"epithelium development"	NaN	5.121956863207299	0.3263808928609984	0.8614582457451074	0.81186123	2065
"GO:0060562"	"epithelial tube morphogenesis"	NaN	4.267171728403014	0.04559522834190915	0.8455593634108658	0.90105848	2065
"GO:0060563"	"neuroepithelial cell differentiation"	NaN	3.166430113843283	0.003613309084233678	0.8894856809468095	0.6689773	2065
"GO:0002119"	"nematode larval development"	NaN	3.3902283624691303	0.0060509371089997824	0.864745654256958	0.37285309	null
"GO:0002164"	"larval development"	NaN	4.087958789460733	0.03017827859983435	0.8527768885551201	0.72363052	2119
"GO:0002165"	"instar larval or pupal development"	NaN	3.5259513412480126	0.008271667999105201	0.8635307736582627	0.66279127	2119
"GO:0009886"	"post-embryonic animal morphogenesis"	NaN	3.5017437296279943	0.00782308528878424	0.861004034856569	0.67182017	2119
"GO:0040024"	"dauer larval development"	NaN	2.4785664955938436	0.0007394220499796067	0.8782993413210145	0.75283686	2119
"GO:0043053"	"dauer entry"	NaN	1.7634279935629373	0.00014049018949612529	0.8852677046778639	0.76804969	2119
"GO:0055115"	"entry into diapause"	NaN	1.8260748027008264	0.0001626728509955135	0.9162878940804146	0.82582838	2119
"GO:0002682"	"regulation of immune system process"	NaN	5.378971735301358	0.5898492929695653	0.850807251697491	0.17076626	null
"GO:0002697"	"regulation of immune effector process"	NaN	4.611085733414873	0.10065752366372387	0.8156063934965998	0.14756902	null
"GO:0001910"	"regulation of leukocyte mediated cytotoxicity"	NaN	4.053270566681379	0.027861422843231582	0.8100251212514742	0.98109184	2697
"GO:0001912"	"positive regulation of leukocyte mediated cytotoxicity"	NaN	3.9922441440467713	0.024208677916332324	0.755126593695884	0.96557066	2697
"GO:0002684"	"positive regulation of immune system process"	NaN	5.226692682248433	0.4153949839777101	0.7273281579436914	0.91830544	2697
"GO:0002694"	"regulation of leukocyte activation"	NaN	4.910085203685669	0.20037844606414024	0.7751521230655403	0.97301079	2697
"GO:0002696"	"positive regulation of leukocyte activation"	NaN	4.7810441288676016	0.14887030606256083	0.7198828297942211	0.97712996	2697
"GO:0002699"	"positive regulation of immune effector process"	NaN	4.372985605966962	0.05817526215222885	0.7528842016983645	0.92921302	2697
"GO:0002703"	"regulation of leukocyte mediated immunity"	NaN	4.399050381873649	0.061773782795462945	0.8111456879748238	0.71414272	2697
"GO:0002705"	"positive regulation of leukocyte mediated immunity"	NaN	4.1839812189145915	0.03764644130462838	0.757670504980446	0.9488843	2697
"GO:0002706"	"regulation of lymphocyte mediated immunity"	NaN	4.272560963861557	0.04616458332039344	0.8128062328024188	0.91495451	2697
"GO:0002708"	"positive regulation of lymphocyte mediated immunity"	NaN	4.134208992932083	0.033569761069074146	0.7584742138941893	0.94194845	2697
"GO:0002715"	"regulation of natural killer cell mediated immunity"	NaN	3.730701544281845	0.013255372615967749	0.800922960845561	0.84765726	2697
"GO:0002717"	"positive regulation of natural killer cell mediated immunity"	NaN	3.6239725120169965	0.010366697140714086	0.7531526687706764	0.98564944	2697
"GO:0031343"	"positive regulation of cell killing"	NaN	4.016155511951455	0.025579073448961195	0.7947390889819557	0.9843745	2697
"GO:0032814"	"regulation of natural killer cell activation"	NaN	3.3157604906657347	0.005097082664526089	0.8232116418406377	0.64428747	2697
"GO:0032816"	"positive regulation of natural killer cell activation"	NaN	3.2137832993353044	0.004029850172388857	0.7775161370580187	0.59960773	2697
"GO:0042269"	"regulation of natural killer cell mediated cytotoxicity"	NaN	3.725584972270694	0.013100093985472032	0.7919917397284155	0.98505144	2697
"GO:0043300"	"regulation of leukocyte degranulation"	NaN	3.714162046098853	0.012759959842481414	0.8001731375112303	0.8430215	2697
"GO:0043302"	"positive regulation of leukocyte degranulation"	NaN	3.1720188094245563	0.0036601391473990532	0.7644018921810739	0.86706531	2697
"GO:0043321"	"regulation of natural killer cell degranulation"	NaN	1.9731278535996986	0.0002292208354936781	0.8122771411510612	0.51317249	2697
"GO:0043323"	"positive regulation of natural killer cell degranulation"	NaN	1.9637878273455553	0.00022429135516048072	0.7751230939828547	0.75725979	2697
"GO:0045954"	"positive regulation of natural killer cell mediated cytotoxicity"	NaN	3.6191977157929474	0.010253319093050547	0.7462043073779847	0.83189749	2697
"GO:0050776"	"regulation of immune response"	NaN	5.163250849512631	0.35893764572160053	0.7720602245313606	0.84455706	2697
"GO:0050867"	"positive regulation of cell activation"	NaN	4.784524576197029	0.1500681697835278	0.751894976003575	0.95129765	2697
"GO:0051249"	"regulation of lymphocyte activation"	NaN	4.805235714878052	0.15739830703899227	0.7790727239901063	0.7641555	2697
"GO:0051251"	"positive regulation of lymphocyte activation"	NaN	4.66450094795888	0.11383155985419387	0.7251030061613359	0.93713785	2697
"GO:1903307"	"positive regulation of regulated secretory pathway"	NaN	3.681693392004564	0.011840611760340103	0.7903470901708568	0.64434493	2697
"GO:0006040"	"amino sugar metabolic process"	NaN	5.237161551732709	0.4255299955427639	0.9765754649860828	-0	null
"GO:0006103"	"2-oxoglutarate metabolic process"	NaN	3.843855422623161	0.017201421622692253	0.9577114541779148	0.34364667	null
"GO:0006536"	"glutamate metabolic process"	NaN	5.099435461356346	0.30988685166611996	0.9365973903732827	0.59384062	6103
"GO:0006357"	"regulation of transcription by RNA polymerase II"	NaN	6.230386582872942	4.189454421876955	0.7615323467157127	0.48427958	null
"GO:0006355"	"regulation of DNA-templated transcription"	NaN	6.6515463599654785	11.048858347143273	0.7313096987030511	0.72891645	6357
"GO:0009889"	"regulation of biosynthetic process"	NaN	6.758679702209478	14.140044268705184	0.7388463499262811	0.80673821	6357
"GO:0010468"	"regulation of gene expression"	NaN	6.751988949243249	13.923871767653479	0.7301553661785842	0.8102935	6357
