fst_fla_tsch,fst_cit_fla,fst_cit_tsch,fstZ_fla_tsch,fstZ_cit_fla,fstZ_cit_tsch
0.11086358250945597,0.24514416040812007,0.13549865309671794,0.1164216081172036,0.4488151036494885,0.2512308358332358
0.06321831958278483,0.2835043577354134,0.47407261412062857,0.15767561369808736,0.42199634571320466,0.6148300837686029
0.09242234254819419,0.4368668916802864,0.2455532785139611,0.3108500928122402,0.36165772344514796,0.6236496382746854
0.009136283177186842,0.30110003345804065,0.22455040799932152,0.21325852322196248,0.3022766780150917,0.3545573084796292
0.10596783442428623,0.3284552105577709,0.3026477952302991,0.1668149235150457,0.3815206226539088,0.4156050134562527
0.06789243730862922,0.45578152504311276,0.4174299963893188,0.17753712005904676,0.28322490605279654,0.34471089761183815
0.04686770086507454,0.2223593598381628,0.2328044919361107,0.06798675081729358,0.31776814834187594,0.3113138772976227
0.06037904774826521,0.30836570327534807,0.31890051103775535,0.043837150613650636,0.35476743822455487,0.2537015141258433
0.36542533064087573,0.13288359163912222,0.5249269463668745,0.022603470767443345,0.3775654935191338,0.3141515597079053
0.14273032912014486,0.4092870743850549,0.5999815164707689,0.033865012951048476,0.06755159272888732,0.16336528236109094
0.03006285984661166,0.2062218821736719,0.2661194789212292,0.3486221282586413,0.4732625458497482,0.13279118729186185
0.08552841466910129,0.0825613504507507,0.143325116378616,0.0062217456638377425,0.495891834837344,0.3349791725581221
0.012272144872956813,0.2675151435676517,0.20640352641412882,0.025778276866494358,0.2741206663412048,0.2864065880114015
0.02989990997461421,0.3563930050998587,0.26908550006231857,0.08307737873521381,0.8279485494226314,0.5132845307945277
0.27874828073103564,0.5354081068814062,0.1256959493094254,0.45416370446371696,0.24553196805180225,0.8473165533803274
0.022989283859872166,0.5095883795927801,0.3459197920724564,0.3184556396790795,0.37379394389876214,0.2967543110509824
0.038616114798823854,0.31359432392420555,0.32609138900438045,0.027717778599326472,0.09667461052317915,0.20548589097435
0.003999789381365288,0.21473464720307542,0.28612060575908305,0.31025698437157917,0.2302550285682081,0.4430058936155516
0.12585634743064333,0.34939758908678126,0.2863077400473447,0.4290751933671958,0.29997223086711716,0.7287671245101534
0.07909370652427969,0.28989699210331904,0.34058550919095887,0.13174699781600877,0.268098957477916,0.28733917309598456
0.1554039161665993,0.28313191105078156,0.44500995148944406,0.07084905095174023,0.28837079625626594,0.26026354335863905
0.020969237340413605,0.17269531778284056,0.3242970296887344,0.07961299150877066,0.4361377067583467,0.2821110671496782
0.04668832837341683,0.35174507257596355,0.237769292872345,0.15582786383967823,0.2937050260794272,0.3060583601173309
0.04968228714059378,0.2880702094679876,0.3806388614972537,0.05118111089698542,0.172400755708496,0.1052674312013512
0.12847419829444803,0.24183333241764676,0.20815251318207148,0.057087381143143885,0.8886604185552966,0.7989454546252663
-0.011330091456713329,0.4018612595559073,0.31863596569563774,0.0767689009866226,0.18652432691839782,0.3109207447684045
0.005419122725255671,0.27041041705017177,0.28500845372398553,0.39821992705634207,0.3778633124657485,0.7533813494186027
-0.004782288194433993,0.2346276372013302,0.30519909152663965,0.03249647168782149,0.4064184419054797,0.4356948363526593
